height,latency,throughput,/media/nvme/cxy_test/qmdb/data,/media/nvme/cxy_test/qmdb/data/ADS-0,/media/nvme/cxy_test/qmdb/data/ADS-0/metadb,/media/nvme/cxy_test/qmdb/data/ADS-0/data
55,12281941,16284.071060103612,124677776,124677776,272,124677504
56,14464030,13827.404948689957,126917776,126917776,272,126917504
57,7564859,26438.034073073934,129157776,129157776,272,129157504
58,9329158,21438.161943446557,131397776,131397776,272,131397504
59,17804467,11233.136043892804,133637776,133637776,272,133637504
60,15077005,13265.234043498693,135877776,135877776,272,135877504
61,22688021,8815.224562776983,138117776,138117776,272,138117504
62,15765887,12685.61673694604,140357776,140357776,272,140357504
63,17815056,11226.459237624626,142597776,142597776,272,142597504
64,12283363,16282.185912766723,144837776,144837776,272,144837504
65,13058619,15315.555190024306,147077776,147077776,272,147077504
66,14096295,14188.12531945451,149317776,149317776,272,149317504
67,15260640,13105.610249635663,151557776,151557776,272,151557504
68,12044511,16605.074294838534,153797776,153797776,272,153797504
69,17147404,11663.573098295228,156037776,156037776,272,156037504
70,19737398,10133.047932660627,158277776,158277776,272,158277504
71,18008099,11106.11397682787,160517776,160517776,272,160517504
72,18043328,11084.42965732264,162757776,162757776,272,162757504
73,18185779,10997.60422690719,164997776,164997776,272,164997504
74,12597251,15876.479717678087,167237776,167237776,272,167237504
75,18702149,10693.958218384423,169477776,169477776,272,169477504
76,16174340,12365.26498144592,171717776,171717776,272,171717504
77,13560043,14749.215765761215,173957776,173957776,272,173957504
78,13584834,14722.299882354102,176197776,176197776,272,176197504
79,12322212,16230.85205805581,178437776,178437776,272,178437504
80,14703185,13602.494969627329,180677776,180677776,272,180677504
81,14698831,13606.524219511062,182917776,182917776,272,182917504
82,12365554,16173.961959164952,185157776,185157776,272,185157504
83,16548701,12085.540732169855,187397776,187397776,272,187397504
84,13579490,14728.093617654271,189637776,189637776,272,189637504
85,18979281,10537.806990686317,191877776,191877776,272,191877504
86,20595735,9710.748366105894,194117776,194117776,272,194117504
87,17395700,11497.094109463833,196357776,196357776,272,196357504
88,15155981,13196.110499214798,198597776,198597776,272,198597504
89,16824900,11887.143459990846,200837776,200837776,272,200837504
90,15607949,12813.983438823383,203077776,203077776,272,203077504
91,12140297,16474.061548906095,205317776,205317776,272,205317504
92,11878069,16837.753678649282,207557776,207557776,272,207557504
93,18266293,10949.129087111436,209797776,209797776,272,209797504
94,16035432,12472.379914678944,212037776,212037776,272,212037504
95,18475054,10825.408142244132,214277776,214277776,272,214277504
96,6420690,31149.30015309881,216517776,216517776,272,216517504
97,19521582,10245.07132669883,218757776,218757776,272,218757504
98,12330268,16220.247605323744,220997776,220997776,272,220997504
99,18741796,10671.335874107262,223237776,223237776,272,223237504
100,13817542,14474.354411225962,225477776,225477776,272,225477504
101,17179723,11641.631241667867,227717776,227717776,272,227717504
