height,latency,throughput,/media/nvme/cxy_test/qmdb/data,/media/nvme/cxy_test/qmdb/data/ADS-0,/media/nvme/cxy_test/qmdb/data/ADS-0/metadb,/media/nvme/cxy_test/qmdb/data/ADS-0/data
57,4886209,20465.763949106557,67458512,67458512,272,67458240
58,6514912,15349.401496136863,68578512,68578512,272,68578240
59,6787678,14732.578652081022,69698512,69698512,272,69698240
60,6016775,16620.199359291317,70818512,70818512,272,70818240
61,6175217,16193.762907441149,71938512,71938512,272,71938240
62,5320415,18795.526288832734,73058512,73058512,272,73058240
63,15782722,6336.042667418205,74178512,74178512,272,74178240
64,14135757,7074.258562877107,75298512,75298512,272,75298240
65,13805433,7243.525067268806,76418512,76418512,272,76418240
66,9266004,10792.138660850998,77538512,77538512,272,77538240
67,8155645,12261.44590648563,78658512,78658512,272,78658240
68,6895381,14502.461865413965,79778512,79778512,272,79778240
69,2919508,34252.3466282675,80898512,80898512,272,80898240
70,13534972,7388.267962430953,82018512,82018512,272,82018240
71,7467983,13390.496470064274,83138512,83138512,272,83138240
72,5384906,18570.426298992035,84258512,84258512,272,84258240
73,8253786,12115.652138303562,85378512,85378512,272,85378240
74,5768230,17336.340610551244,86498512,86498512,272,86498240
75,7865425,12713.871151272819,87618512,87618512,272,87618240
76,7237866,13816.227048138222,88738512,88738512,272,88738240
77,7743358,12914.293772805027,89858512,89858512,272,89858240
78,4620144,21644.347016023745,90978512,90978512,272,90978240
79,5439072,18385.48928934936,92098512,92098512,272,92098240
80,3049813,32788.8955814668,93218512,93218512,272,93218240
81,4671154,21407.986120774436,94338512,94338512,272,94338240
82,11290537,8856.974650541422,95458512,95458512,272,95458240
83,6188083,16160.093521693228,96578512,96578512,272,96578240
84,12648836,7905.865804568894,97698512,97698512,272,97698240
85,10023322,9976.73226501154,98818512,98818512,272,98818240
86,9335470,10711.833469552148,99938512,99938512,272,99938240
87,7484408,13361.110190679075,101058512,101058512,272,101058240
88,5125565,19510.0442585354,102178512,102178512,272,102178240
89,5037901,19849.536543096023,103298512,103298512,272,103298240
90,12239476,8170.284414136683,104418512,104418512,272,104418240
91,5809735,17212.489037796044,105538512,105538512,272,105538240
92,13036851,7670.564003531222,106658512,106658512,272,106658240
93,8222580,12161.632966781715,107778512,107778512,272,107778240
94,12209752,8190.174542447709,108898512,108898512,272,108898240
95,5896560,16959.04052532324,110018512,110018512,272,110018240
96,13198290,7576.739107869277,111138512,111138512,272,111138240
97,6991547,14302.986163148156,112258512,112258512,272,112258240
98,10713745,9333.804379327677,113378512,113378512,272,113378240
99,14300221,6992.89892093276,114498512,114498512,272,114498240
100,15423808,6483.483196886269,115618512,115618512,272,115618240
101,5492116,18207.918405219407,116738512,116738512,272,116738240
