height,latency,throughput,/media/nvme/cxy_test/qmdb/data,/media/nvme/cxy_test/qmdb/data/ADS-0,/media/nvme/cxy_test/qmdb/data/ADS-0/metadb,/media/nvme/cxy_test/qmdb/data/ADS-0/data
54,10839280,27677.115085134803,180788304,180788304,272,180788032
55,21193536,14155.259414946142,184148304,184148304,272,184148032
56,24071813,12462.708978339106,187508304,187508304,272,187508032
57,23861520,12572.543576436035,190868304,190868304,272,190868032
58,19362298,15494.028653003894,194228304,194228304,272,194228032
59,23853589,12576.723779385986,197588304,197588304,272,197588032
60,24302925,12344.193137245824,200948304,200948304,272,200948032
61,22079733,13587.120822520816,204308304,204308304,272,204308032
62,21118235,14205.732628697426,207668304,207668304,272,207668032
63,20563323,14589.081735476313,211028304,211028304,272,211028032
64,23745797,12633.8147336137,214388304,214388304,272,214388032
65,13309296,22540.636259047813,217748304,217748304,272,217748032
66,11423826,26260.904183939776,221108304,221108304,272,221108032
67,23751927,12630.55414409113,224468304,224468304,272,224468032
68,22856748,13125.226738291904,227828304,227828304,272,227828032
69,11879581,25253.41592434952,231188304,231188304,272,231188032
70,14230394,21081.636952567864,234548304,234548304,272,234548032
71,22810448,13151.867951037173,237908304,237908304,272,237908032
72,22793329,13161.745701999038,241268304,241268304,272,241268032
73,23196346,12933.07144151066,244628304,244628304,272,244628032
74,19767786,15176.206379409408,247988304,247988304,272,247988032
75,22678002,13228.678611105159,251348304,251348304,272,251348032
76,25190144,11909.419811176944,254708304,254708304,272,254708032
77,23387794,12827.203796989148,258068304,258068304,272,258068032
78,18334006,16363.035988970443,261428304,261428304,272,261428032
79,21409167,14012.68905044274,264788304,264788304,272,264788032
80,19058414,15741.078979604494,268148304,268148304,272,268148032
81,22473743,13348.911216080029,271508304,271508304,272,271508032
82,21801892,13760.273649644718,274868304,274868304,272,274868032
83,21906065,13694.837479939915,278228304,278228304,272,278228032
84,22250515,13482.833992831178,281588304,281588304,272,281588032
85,25995626,11540.402989333666,284948304,284948304,272,284948032
86,24195899,12398.795349575563,288308304,288308304,272,288308032
87,22256902,13478.964862225659,291668304,291668304,272,291668032
88,21560376,13914.414108548015,295028304,295028304,272,295028032
89,20845868,14391.341248059327,298388304,298388304,272,298388032
90,22639857,13250.96708870555,301748304,301748304,272,301748032
91,17647651,16999.42955580887,305108304,305108304,272,305108032
92,22250237,13483.002450715469,308468304,308468304,272,308468032
93,20296978,14780.52545556289,311828304,311828304,272,311828032
94,20895319,14357.28260477861,315188304,315188304,272,315188032
95,21203996,14148.276579565474,318548304,318548304,272,318548032
96,24468632,12260.595524915328,321908304,321908304,272,321908032
97,18741331,16007.400968479775,325268304,325268304,272,325268032
98,29137480,10296.017363203682,328628304,328628304,272,328628032
99,17371673,17269.493847829162,331988304,331988304,272,331988032
100,24654634,12168.097891860816,335348304,335348304,272,335348032
101,24580787,12204.65398443101,338708304,338708304,272,338708032
