height,operation,latency,throughput
3743,LOAD,212488877,2353.0643441632947
3744,LOAD,208981413,2392.5572749381304
3745,LOAD,219574315,2277.1333705401744
3746,LOAD,216629157,2308.0918881108882
3747,LOAD,209852156,2382.629797713396
3748,LOAD,212184895,2356.435409787299
3749,LOAD,217635824,2297.4158886636237
3750,LOAD,212005996,2358.4238626911288
3751,LOAD,200704774,2491.2212601380375
3752,LOAD,218698586,2286.251635847339
3753,LOAD,213992455,2336.5309772253418
3754,LOAD,208831586,2394.2738240756357
3755,LOAD,212564234,2352.230149875543
3756,LOAD,208179967,2401.768081748231
3757,LOAD,210327012,2377.25052643262
3758,LOAD,209056192,2391.7014617773198
3759,LOAD,221959134,2252.666925615235
3760,LOAD,202888210,2464.411313008282
3761,LOAD,221093526,2261.4863901532785
3762,LOAD,208651129,2396.3445699831323
3763,LOAD,219097833,2282.08555581652
3764,LOAD,207886530,2405.1582370440256
3765,LOAD,205472399,2433.4168600425987
3766,LOAD,208574846,2397.220995670782
3767,LOAD,220566265,2266.8924461317783
3768,LOAD,213063374,2346.719619675224
3769,LOAD,207366781,2411.186582483527
3770,LOAD,208752380,2395.182272891931
3771,LOAD,210236907,2378.269387306007
3772,LOAD,209699192,2384.367794798179
3773,LOAD,210767182,2372.285833379886
3774,LOAD,210574243,2374.4594442160715
3775,LOAD,210362185,2376.85304514212
3776,LOAD,213228777,2344.899253443638
3777,LOAD,213978223,2336.686383268077
3778,LOAD,231856409,2156.5071336889378
3779,LOAD,210102588,2379.789819628495
3780,LOAD,209132340,2390.8306099381857
3781,LOAD,203012685,2462.9002862555117
3782,LOAD,210825662,2371.6277954815578
3783,LOAD,200162283,2497.973107151261
3784,LOAD,209873999,2382.3818213898903
3785,LOAD,220126200,2271.424301150885
3786,LOAD,203132173,2461.451539732212
3787,LOAD,205377736,2434.538474024273
3788,LOAD,203651314,2455.1768912230045
3789,LOAD,212028388,2358.174793084783
3790,LOAD,205871770,2428.696270498864
3791,LOAD,209609618,2385.3867240004224
3792,LOAD,211529132,2363.7406123332457
3793,LOAD,201955539,2475.7924564772643
3794,LOAD,215826904,2316.6713265738176
3795,LOAD,211191083,2367.5242008205432
3796,LOAD,211784034,2360.895628232296
3797,LOAD,211719314,2361.6173250967554
3798,LOAD,214702990,2328.7984950745213
3799,LOAD,211937990,2359.180626370949
3800,LOAD,213227832,2344.909645753937
3801,LOAD,211143767,2368.0547482133347
3802,LOAD,209514161,2386.473532927447
3803,LOAD,223768241,2234.454709772688
3804,LOAD,216043192,2314.3520301255317
3805,LOAD,208934745,2393.0916803713044
3806,LOAD,210432360,2376.060412001272
3807,LOAD,205206246,2436.573007626678
3808,LOAD,205661810,2431.1757248465333
3809,LOAD,211664466,2362.229284153912
3810,LOAD,200319866,2496.0080594303113
3811,LOAD,223591221,2236.2237558513084
3812,LOAD,216670342,2307.6531627941954
3813,LOAD,209851865,2382.6331016881836
3814,LOAD,214584592,2330.0834199689416
3815,LOAD,202036459,2474.8008477024437
3816,LOAD,212029843,2358.1586107197186
3817,LOAD,207886670,2405.156617304996
3818,LOAD,213828013,2338.3278597832737
3819,LOAD,206748319,2418.3993486302543
3820,LOAD,210980293,2369.8895896404883
3821,LOAD,212295830,2355.2040565281004
3822,LOAD,206308940,2423.5498471370165
3823,LOAD,209637508,2385.0693741312743
3824,LOAD,209600927,2385.4856328951255
3825,LOAD,209681742,2384.5662251318
3826,LOAD,217227651,2301.7327568487126
3827,LOAD,210091495,2379.9154744460266
3828,LOAD,215173898,2323.701920388132
3829,LOAD,215990958,2314.911719591521
3830,LOAD,218637246,2286.8930575534237
3831,LOAD,212675455,2351.00002489709
3832,LOAD,212596090,2351.8776850505574
3833,LOAD,210417898,2376.2237183834995
3834,LOAD,204848482,2440.8284363073776
3835,LOAD,209386794,2387.9251907357634
3836,LOAD,206820854,2417.5511817584893
3837,LOAD,201544368,2480.8433247809735
3838,LOAD,202013541,2475.08160851455
3839,LOAD,213066876,2346.6810486300083
3840,LOAD,210918562,2370.5832016814147
3841,LOAD,207776750,2406.4290157585006
3842,LOAD,203300836,2459.409463520357
3843,LOAD,206844176,2417.278599132518
3844,LOAD,204150721,2449.170875081063
3845,LOAD,197510512,2531.51082915526
3846,LOAD,202840651,2464.989130802977
3847,LOAD,210812431,2371.776643475071
3848,LOAD,204293527,2447.45884679939
3849,LOAD,206439701,2422.0147460880116
3850,LOAD,208261581,2400.826871663862
3851,LOAD,204425279,2445.8814606778647
3852,LOAD,206603611,2420.0932286706256
3853,LOAD,181387034,2756.53661110088
3854,LOAD,198573601,2517.9580643249756
3855,LOAD,210758167,2372.3873058736554
3856,LOAD,205899939,2428.3640025750565
3857,LOAD,209343608,2388.417801607776
3858,LOAD,202173876,2473.118732709067
3859,LOAD,210148170,2379.2736334558613
3860,LOAD,216217277,2312.488654641599
3861,LOAD,204475894,2445.2760186978326
3862,LOAD,212889252,2348.6390003380725
3863,LOAD,219656506,2276.2813135159313
3864,LOAD,209872496,2382.398882795962
3865,LOAD,215307709,2322.257769
